family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	likely_contains_translation	review_status	notes
fam-raw-iob5-587-a-bed-b-624-1	iob5 587 a bed b 624 1	unclear	1	1	IOB5-587/a BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-587-b	IOB5-587/b	unclear	1	1	IOB5-587/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-588	IOB5-588	unclear	1	1	IOB5-588	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-589	IOB5-589	unclear	1	1	IOB5-589	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-590	IOB5-590	unclear	1	1	IOB5-590	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-591-a	IOB5-591/a	unclear	1	1	IOB5-591/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-591-b	IOB5-591/b	unclear	1	1	IOB5-591/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-592-a	IOB5-592/a	unclear	1	1	IOB5-592/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-593-a-bed-b-539-1	iob5 593 a bed b 539 1	unclear	1	1	IOB5-593/a BED B 539-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-593-b	IOB5-593/b	unclear	1	1	IOB5-593/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-597	IOB5-597/	unclear	1	1	IOB5-597/	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-597-c	IOB5-597/c	unclear	1	1	IOB5-597/c	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-597-d	IOB5-597/d	unclear	1	1	IOB5-597/d	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5-599-d	IOB5-599/d +	unclear	1	1	IOB5-599/d +	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob5498-9	IOB5498 9	unclear	1	1	IOB5498 9	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1	IUB1 p.140	unclear	1	1	IUB1 p.140	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-103	IUB1-103	unclear	1	1	IUB1-103	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-106-2-3	IUB1-106-2-3	unclear	1	1	IUB1-106-2-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-120	IUB1-120	unclear	1	1	IUB1-120	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-123	IUB1-123	unclear	1	1	IUB1-123	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-125	IUB1-125,	unclear	1	1	IUB1-125,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-126-1002	IUB1-126-1002	unclear	1	1	IUB1-126-1002	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-13-14	IUB1-13-14	unclear	1	1	IUB1-13-14	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-146	IUB1-146	unclear	1	1	IUB1-146	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-149	IUB1-149	unclear	1	1	IUB1-149	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-168	IUB1-168	unclear	1	1	IUB1-168	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-173	IUB1-173	unclear	1	1	IUB1-173	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-174	IUB1-174	unclear	1	1	IUB1-174	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-175	IUB1 175	unclear	1	1	IUB1 175	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-176	IUB1-176	unclear	1	1	IUB1-176	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-177	IUB1-177	unclear	1	1	IUB1-177	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-181	IUB1-181	unclear	1	1	IUB1-181	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-183	IUB1-183	unclear	1	1	IUB1-183	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-186	IUB1-186	unclear	1	1	IUB1-186	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-189	IUB1-189	unclear	1	1	IUB1-189	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-191-192-bed-b-597-8	iub1 191 192 bed b 597 8	unclear	1	1	IUB1-191, 192 BED B 597-8	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-193-194	IUB1-193-194	unclear	1	1	IUB1-193-194	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-195-196	IUB1-195-196	unclear	1	1	IUB1-195-196	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-197	IUB1-197	unclear	1	1	IUB1-197	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-198-199	IUB1-198, 199	unclear	1	1	IUB1-198, 199	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-200	IUB1-200	unclear	1	1	IUB1-200	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-201-202	IUB1-201-202	unclear	1	1	IUB1-201-202	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-203	IUB1-203	unclear	1	1	IUB1-203	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-204	IUB1-204	unclear	1	1	IUB1-204	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-205	IUB1-205,	unclear	1	1	IUB1-205,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-206	IUB1-206	unclear	1	1	IUB1-206	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-207	IUB1-207	unclear	1	1	IUB1-207	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-209-211	IUB1-209-211	unclear	1	1	IUB1-209-211	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-213	IUB1-213	unclear	1	1	IUB1-213	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-216	IUB1-216	unclear	1	1	IUB1-216	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-219-220	IUB1-219-220	unclear	1	1	IUB1-219-220	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-222-223	IUB1-222-223	unclear	1	1	IUB1-222-223	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-224	IUB1-224	unclear	1	1	IUB1-224	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-225-304	IUB1-225 & 304	unclear	1	1	IUB1-225 & 304	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-226-305	IUB1-226 & 305	unclear	1	1	IUB1-226 & 305	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-227-228	IUB1-227-228	unclear	1	1	IUB1-227-228	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-253-254	IUB1-253-254	unclear	1	1	IUB1-253-254	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-255	IUB1-255	unclear	1	1	IUB1-255	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-257	IUB1-257	unclear	1	1	IUB1-257	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-258	IUB1-258	unclear	1	1	IUB1-258	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-269	IUB1-269	unclear	1	1	IUB1-269	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-271	IUB1-271	unclear	1	1	IUB1-271	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-287	IUB1-287	unclear	1	1	IUB1-287	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-288	IUB1-288	unclear	1	1	IUB1-288	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-291-292	IUB1-291-292	unclear	1	1	IUB1-291-292	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-293	IUB1-293	unclear	1	1	IUB1-293	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-294	IUB1-294	unclear	1	1	IUB1-294	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-296	IUB1-296	unclear	1	1	IUB1-296	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-298	IUB1-298	unclear	1	1	IUB1-298	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-299	IUB1-299	unclear	1	1	IUB1-299	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-300	IUB1-300	unclear	1	1	IUB1-300	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-301	IUB1-301	unclear	1	1	IUB1-301	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-302-303	IUB1-302-303	unclear	1	1	IUB1-302-303	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-306-307	IUB1-306-307	unclear	1	1	IUB1-306-307	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-308	IUB1-308	unclear	1	1	IUB1-308	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-309	IUB1-309	unclear	1	1	IUB1-309	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-32	IUB1-32	unclear	1	1	IUB1-32	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-33	IUB1-33	unclear	1	1	IUB1-33	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-34-35	IUB1-34-35	unclear	1	1	IUB1-34-35	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-36	IUB1-36,	unclear	1	1	IUB1-36,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-37	IUB1-37,	unclear	1	1	IUB1-37,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-38-39	IUB1-38-39	unclear	1	1	IUB1-38-39	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-40	IUB1-40	unclear	1	1	IUB1-40	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-47	IUB1-47	unclear	1	1	IUB1-47	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-49	IUB1-49	unclear	1	1	IUB1-49	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-52	IUB1-52,	unclear	1	1	IUB1-52,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-67	IUB1-67,	unclear	1	1	IUB1-67,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-68	IUB1-68	unclear	1	1	IUB1-68	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-75	IUB1-75	unclear	1	1	IUB1-75	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-78	IUB1-78	unclear	1	1	IUB1-78	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-80	IUB1-80,	unclear	1	1	IUB1-80,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-81	IUB1-81	unclear	1	1	IUB1-81	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-86	IUB1-86,	unclear	1	1	IUB1-86,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-90	IUB1-90	unclear	1	1	IUB1-90	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-93	IUB1-93,	unclear	1	1	IUB1-93,	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-94	IUB1-94	unclear	1	1	IUB1-94	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-98	IUB1-98	unclear	1	1	IUB1-98	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1-bed-b-600-7	IUB1- BED B 600-7	unclear	1	1	IUB1- BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1184-185	IUB1184, 185	unclear	1	1	IUB1184, 185	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub1bm1-84	IUB1BM1--84	unclear	1	1	IUB1BM1--84	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-132	IUB2-132	unclear	1	1	IUB2-132	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-133	IUB2-133	unclear	1	1	IUB2-133	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-134	IUB2-134	unclear	1	1	IUB2-134	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-135	IUB2-135	unclear	1	1	IUB2-135	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-136	IUB2-136	unclear	1	1	IUB2-136	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-137	IUB2-137	unclear	1	1	IUB2-137	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-138	IUB2-138	unclear	1	1	IUB2-138	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-186-187	IUB2-186-187	unclear	1	1	IUB2-186-187	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-197	IUB2-197	unclear	1	1	IUB2-197	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-198	IUB2-198	unclear	1	1	IUB2-198	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-200	IUB2-200	unclear	1	1	IUB2-200	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-202	IUB2-202	unclear	1	1	IUB2-202	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-203	IUB2-203	unclear	1	1	IUB2-203	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-204	IUB2-204	unclear	1	1	IUB2-204	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-205	IUB2-205	unclear	1	1	IUB2-205	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-206	IUB2-206	unclear	1	1	IUB2-206	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-207	IUB2-207	unclear	1	1	IUB2-207	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-209	IUB2-209	unclear	1	1	IUB2-209	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-210	IUB2-210	unclear	1	1	IUB2-210	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-212	IUB2-212	unclear	1	1	IUB2-212	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-225-226	IUB2-225-226	unclear	1	1	IUB2-225-226	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-229	IUB2-229	unclear	1	1	IUB2-229	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-231	IUB2-231	unclear	1	1	IUB2-231	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-232	IUB2-232	unclear	1	1	IUB2-232	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-233-bed-b-557-4	iub2 233 bed b 557 4	unclear	1	1	IUB2-233 BED B 557-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-250	IUB2-250	unclear	1	1	IUB2-250	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-254	IUB2-254	unclear	1	1	IUB2-254	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-259	IUB2-259	unclear	1	1	IUB2-259	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iub2-260	IUB2-260	unclear	1	1	IUB2-260	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-106	copy List 106	unclear	1	1	copy List 106	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-114	copy List 114	unclear	1	1	copy List 114	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-150	copy List 150	unclear	1	1	copy List 150	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-163-162	copy List 163 (162?)	unclear	1	1	copy List 163 (162?)	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-221	copy List 221	unclear	1	1	copy List 221	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-28-dated-cs-433-1071	list 28 dated cs 433 1071	unclear	1	1	copy List 28 (dated CS 433/ 1071)	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-316-317	copy List 316-317	unclear	1	1	copy List 316-317	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-347	copy List 347	unclear	1	1	copy List 347	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-402	copy List 402	unclear	1	1	copy List 402	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-427	copy List 427	unclear	1	1	copy List 427	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-486	copy List 486	unclear	1	1	copy List 486	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-list-5	copy List 5	unclear	1	1	copy List 5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-lubeigt-pagan	Lubeigt, Pagan, p. 339	unclear	1	1	Lubeigt, Pagan, p. 339	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-2829	Luce 2829	unclear	1	1	Luce 2829	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-c-570	Luce C 570	unclear	1	1	Luce C 570	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-files-g-1763	Luce files G 1763	unclear	1	1	Luce files G 1763	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-g-1899	Luce G 1899	unclear	1	1	Luce G 1899	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-g-1964	Luce G 1964	unclear	1	1	Luce G 1964	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-j-2665	Luce J 2665	unclear	1	1	Luce J 2665	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-j-2672	Luce J 2672	unclear	1	1	Luce J 2672	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-j-2675	Luce J 2675	unclear	1	1	Luce J 2675	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-obep	Luce, OBEP, p. 109	unclear	1	1	Luce, OBEP, p. 109	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-obep-1	Luce, OBEP 1, p. 117-25	unclear	1	1	Luce, OBEP 1, p. 117-25	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-luce-u-tin-htway-15th-century-library	luce u tin htway 15th century library	unclear	1	1	Luce/U Tin Htway, “15th Century Library”	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-mm-3	copy MM 3, no. 30, p. 131	unclear	1	1	copy MM 3, no. 30, p. 131	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-myaketu-nandhale-hmattan	Myaketu, Nandhale Hmattan, p. 29-30	unclear	1	1	Myaketu, Nandhale Hmattan, p. 29-30	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-nce-list-216	NCE List 216	unclear	1	1	NCE List 216	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-other-copies-are-list-148	other copies are List 148	unclear	1	1	other copies are List 148	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-partly-in-list	partly in List	unclear	1	1	partly in List	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-partly-list-116	copy (partly): List 116	unclear	1	1	copy (partly): List 116	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-ref-pl-i-73	Ref.: Pl. I 73	unclear	1	1	Ref.: Pl. I 73	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-rsasb-1912	RSASB 1912, p. 34	unclear	1	1	RSASB 1912, p. 34	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-rsasb-1915	RSASB 1915, p. 57	unclear	1	1	RSASB 1915, p. 57	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-rsasb-1926	RSASB 1926, p. 26	unclear	1	1	RSASB 1926, p. 26	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-rsasb-926-and-app-g	RSASB 926, p. 26 and App. G, no. 13	unclear	1	1	RSASB 926, p. 26 and App. G, no. 13	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-similar-but-incomplete-version-pl-ii-144	similar but incomplete version Pl. II 144	book	1	1	similar but incomplete version Pl. II 144	yes	unreviewed	Kept as a narrow title-specific family because the reference may represent a translation-related work.
fam-raw-strachan-pagan	Strachan, Pagan, p. 127-8	unclear	1	1	Strachan, Pagan, p. 127-8	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-than-tun-hnaung-dwe	Than Tun, Hnaung-dwe, no. 8, p. 18	unclear	1	1	Than Tun, Hnaung-dwe, no. 8, p. 18	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-u-maung-maung-lat-nos-1-2	u maung maung lat nos 1 2	unclear	1	1	U Maung Maung Lat, nos. 1+2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-u-nyein-maung-s-update-to-obi-5-htupayon	u nyein maung s update to obi 5 htupayon	unclear	1	1	U Nyein Maung’s update to OBI 5 (Htupayon), p. 2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-u-nyein-maung-she-haung-pancama-twe-nauk-hset-twe	u nyein maung she haung pancama twe nauk hset twe	unclear	1	1	U Nyein Maung, She-haung … Pancama-twe Nauk-hset-…	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-u-tin-htway-first-burmese-royal-inscription	u tin htway first burmese royal inscription	unclear	1	1	U Tin Htway, “First Burmese Royal Inscription”	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-ub-1-u-min-hswe	UB 1, p. 219, U Min Hswe, no. 71	unclear	1	1	UB 1, p. 219, U Min Hswe, no. 71	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-ub-2-135	UB 2, 135	unclear	1	1	UB 2, 135	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-ub1	UB1, p. 287	unclear	1	1	UB1, p. 287	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-unknown	. .	unclear	1	1	. .	unknown	unreviewed	No stronger conservative family signal was detected.
