work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-iob2-181-bed-b-600-7	fam-raw-iob2-181-bed-b-600-7	iob2 181 bed b 600 7								latin	unknown	IOB2-181 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-182-a-bed-b-615-4	fam-raw-iob2-182-a-bed-b-615-4	iob2 182 a bed b 615 4								latin	unknown	IOB2-182/a BED B 615-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-182-b	fam-raw-iob2-182-b	IOB2-182/b								latin	unknown	IOB2-182/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-183-a-bed-b-615-6	fam-raw-iob2-183-a-bed-b-615-6	iob2 183 a bed b 615 6								latin	unknown	IOB2-183/a BED B 615-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-183-b-bed-b-600-7	fam-raw-iob2-183-b-bed-b-600-7	iob2 183 b bed b 600 7								latin	unknown	IOB2-183/b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-185-bed-b-617-1	fam-raw-iob2-185-bed-b-617-1	iob2 185 bed b 617 1								latin	unknown	IOB2-185 BED B 617-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-186-bed-b-600-7	fam-raw-iob2-186-bed-b-600-7	iob2 186 bed b 600 7								latin	unknown	IOB2-186 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-187-bed-b-616-4	fam-raw-iob2-187-bed-b-616-4	iob2 187 bed b 616 4								latin	unknown	IOB2-187 BED B 616-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-188-bed-b-617-3	fam-raw-iob2-188-bed-b-617-3	iob2 188 bed b 617 3								latin	unknown	IOB2-188 BED B 617-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-189-bed-b-600-7	fam-raw-iob2-189-bed-b-600-7	iob2 189 bed b 600 7								latin	unknown	IOB2-189 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-190-a-bed-b-586-3	fam-raw-iob2-190-a-bed-b-586-3	iob2 190 a bed b 586 3								latin	unknown	IOB2-190/a BED B 586-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-190-b-bed-b-600-7	fam-raw-iob2-190-b-bed-b-600-7	iob2 190 b bed b 600 7								latin	unknown	IOB2-190/b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-191-a-bed-b-620-1	fam-raw-iob2-191-a-bed-b-620-1	iob2 191 a bed b 620 1								latin	unknown	IOB2-191/a BED B 620-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-191-b-bed-b-600-7	fam-raw-iob2-191-b-bed-b-600-7	iob2 191 b bed b 600 7								latin	unknown	IOB2-191/b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-193-bed-b-600-7	fam-raw-iob2-193-bed-b-600-7	iob2 193 bed b 600 7								latin	unknown	IOB2-193 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-194-bed-b-600-7	fam-raw-iob2-194-bed-b-600-7	iob2 194 bed b 600 7								latin	unknown	IOB2-194 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-195-a-bed-b-622-3	fam-raw-iob2-195-a-bed-b-622-3	iob2 195 a bed b 622 3								latin	unknown	IOB2-195/a BED B 622-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-195-b-bed-b-622-4	fam-raw-iob2-195-b-bed-b-622-4	iob2 195 b bed b 622 4								latin	unknown	IOB2-195/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-196-bed-b-622-4	fam-raw-iob2-196-bed-b-622-4	iob2 196 bed b 622 4								latin	unknown	IOB2-196 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-197-bed-b-600-7	fam-raw-iob2-197-bed-b-600-7	iob2 197 bed b 600 7								latin	unknown	IOB2-197 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-198-bed-b-622-6	fam-raw-iob2-198-bed-b-622-6	iob2 198 bed b 622 6								latin	unknown	IOB2-198 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-199-bed-b-600-7	fam-raw-iob2-199-bed-b-600-7	iob2 199 bed b 600 7								latin	unknown	IOB2-199 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-200-bed-b-631-6	fam-raw-iob2-200-bed-b-631-6	iob2 200 bed b 631 6								latin	unknown	IOB2-200 BED B 631-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-201-a	fam-raw-iob2-201-a	IOB2-201/a								latin	unknown	IOB2-201/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-201-b-bed-b-623-1	fam-raw-iob2-201-b-bed-b-623-1	iob2 201 b bed b 623 1								latin	unknown	IOB2-201/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-202-bed-b-624-1	fam-raw-iob2-202-bed-b-624-1	iob2 202 bed b 624 1								latin	unknown	IOB2-202 BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-203-bed-b-624-2	fam-raw-iob2-203-bed-b-624-2	iob2 203 bed b 624 2								latin	unknown	IOB2-203 BED B 624-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-204-a-bed-b-624-3	fam-raw-iob2-204-a-bed-b-624-3	iob2 204 a bed b 624 3								latin	unknown	IOB2-204/a BED B 624-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-204-b-bed-b-624-3	fam-raw-iob2-204-b-bed-b-624-3	iob2 204 b bed b 624 3								latin	unknown	IOB2-204/b BED B 624-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-205-bed-b-624-4	fam-raw-iob2-205-bed-b-624-4	iob2 205 bed b 624 4								latin	unknown	IOB2 205 BED B 624-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-206-bed-b-622-4	fam-raw-iob2-206-bed-b-622-4	iob2 206 bed b 622 4								latin	unknown	IOB2-206 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-207-bed-b-622-6	fam-raw-iob2-207-bed-b-622-6	iob2 207 bed b 622 6								latin	unknown	IOB2-207 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-208-bed-b-622-4	fam-raw-iob2-208-bed-b-622-4	iob2 208 bed b 622 4								latin	unknown	IOB2-208 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-209-bed-b-622-4	fam-raw-iob2-209-bed-b-622-4	iob2 209 bed b 622 4								latin	unknown	IOB2-209 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-210-a-bed-b-600-2	fam-raw-iob2-210-a-bed-b-600-2	iob2 210 a bed b 600 2								latin	unknown	IOB2-210/a BED B 600-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-210-b-bed-b-622-6	fam-raw-iob2-210-b-bed-b-622-6	iob2 210 b bed b 622 6								latin	unknown	IOB2-210/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-211-bed-b-622-6	fam-raw-iob2-211-bed-b-622-6	iob2 211 bed b 622 6								latin	unknown	IOB2-211 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-212-bed-b-622-8	fam-raw-iob2-212-bed-b-622-8	iob2 212 bed b 622 8								latin	unknown	IOB2-212 BED B 622-8	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-213-a-bed-b-622-6	fam-raw-iob2-213-a-bed-b-622-6	iob2 213 a bed b 622 6								latin	unknown	IOB2-213/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-213-b-bed-b-622-6	fam-raw-iob2-213-b-bed-b-622-6	iob2 213 b bed b 622 6								latin	unknown	IOB2-213/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-214-a-iob5-579-bed-b-622-6	fam-raw-iob2-214-a-iob5-579-bed-b-622-6	iob2 214 a iob5 579 bed b 622 6								latin	unknown	IOB2-214/a & IOB5-579 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-214-b-bed-b-622-6	fam-raw-iob2-214-b-bed-b-622-6	iob2 214 b bed b 622 6								latin	unknown	IOB2 214/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-215-a-bed-b-622-6	fam-raw-iob2-215-a-bed-b-622-6	iob2 215 a bed b 622 6								latin	unknown	IOB2-215/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-215-b-bed-b-622-6	fam-raw-iob2-215-b-bed-b-622-6	iob2 215 b bed b 622 6								latin	unknown	IOB2-215/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-216-bed-b-622-6	fam-raw-iob2-216-bed-b-622-6	iob2 216 bed b 622 6								latin	unknown	IOB2-216 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-217-bed-b-623-1	fam-raw-iob2-217-bed-b-623-1	iob2 217 bed b 623 1								latin	unknown	IOB2-217 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-218-a-bed-b-623-1	fam-raw-iob2-218-a-bed-b-623-1	iob2 218 a bed b 623 1								latin	unknown	IOB2-218/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-218-b-bed-b-623-1	fam-raw-iob2-218-b-bed-b-623-1	iob2 218 b bed b 623 1								latin	unknown	IOB2-218/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-218-b-bed-b-628-6b	fam-raw-iob2-218-b-bed-b-628-6b	iob2 218 b bed b 628 6b								latin	unknown	IOB2-218/b BED B 628-6b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-219-a-bed-b-629-1	fam-raw-iob2-219-a-bed-b-629-1	iob2 219 a bed b 629 1								latin	unknown	IOB2-219/a BED B 629-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-219-b-bed-b-623-1	fam-raw-iob2-219-b-bed-b-623-1	iob2 219 b bed b 623 1								latin	unknown	IOB2-219/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-220-bed-b-623-1	fam-raw-iob2-220-bed-b-623-1	iob2 220 bed b 623 1								latin	unknown	IOB2-220 BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-221-bed-a	fam-raw-iob2-221-bed-a	IOB2-221 BED A								latin	unknown	IOB2-221 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-222-a-bed-b-630-1	fam-raw-iob2-222-a-bed-b-630-1	iob2 222 a bed b 630 1								latin	unknown	IOB2-222/a BED B 630-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-222-b-bed-a	fam-raw-iob2-222-b-bed-a	IOB2-222/b BED A								latin	unknown	IOB2-222/b BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-223-a-bed-a	fam-raw-iob2-223-a-bed-a	IOB2-223/a BED A								latin	unknown	IOB2-223/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2-223-b-bed-a	fam-raw-iob2-223-b-bed-a	IOB2-223/b BED A								latin	unknown	IOB2-223/b BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob2160-b-bed-b-609-5	fam-raw-iob2160-b-bed-b-609-5	iob2160 b bed b 609 5								latin	unknown	IOB2160/b BED B 609-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-224-bed-b-624-1	fam-raw-iob3-224-bed-b-624-1	iob3 224 bed b 624 1								latin	unknown	IOB3-224 BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-225-bed-b-631-1	fam-raw-iob3-225-bed-b-631-1	iob3 225 bed b 631 1								latin	unknown	IOB3-225 BED B 631-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-226-bed-b-624-1	fam-raw-iob3-226-bed-b-624-1	iob3 226 bed b 624 1								latin	unknown	IOB3-226 BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-227-bed-b-622-4	fam-raw-iob3-227-bed-b-622-4	iob3 227 bed b 622 4								latin	unknown	IOB3-227 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-227-bed-b-624-1	fam-raw-iob3-227-bed-b-624-1	iob3 227 bed b 624 1								latin	unknown	IOB3-227 BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-228-a-bed-b-624-1	fam-raw-iob3-228-a-bed-b-624-1	iob3 228 a bed b 624 1								latin	unknown	IOB3-228/a BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-228-b-bed-b-632-1	fam-raw-iob3-228-b-bed-b-632-1	iob3 228 b bed b 632 1								latin	unknown	IOB3-228/b BED B 632-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-229-bed-b-632-2	fam-raw-iob3-229-bed-b-632-2	iob3 229 bed b 632 2								latin	unknown	IOB3-229 BED B 632-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-230-bed-b-632-3	fam-raw-iob3-230-bed-b-632-3	iob3 230 bed b 632 3								latin	unknown	IOB3-230 BED B 632-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-231-a-bed-b-632-4	fam-raw-iob3-231-a-bed-b-632-4	iob3 231 a bed b 632 4								latin	unknown	IOB3-231/a BED B 632-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-231-b-bed-b-633-1	fam-raw-iob3-231-b-bed-b-633-1	iob3 231 b bed b 633 1								latin	unknown	IOB3-231/b BED B 633-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-232-bed-b-633-2	fam-raw-iob3-232-bed-b-633-2	iob3 232 bed b 633 2								latin	unknown	IOB3-232 BED B 633-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-233	fam-raw-iob3-233	IOB3-233								latin	unknown	IOB3-233	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-233-bed-b-633-3	fam-raw-iob3-233-bed-b-633-3	iob3 233 bed b 633 3								latin	unknown	IOB3-233 BED B 633-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-234-bed-b-624-1	fam-raw-iob3-234-bed-b-624-1	iob3 234 bed b 624 1								latin	unknown	IOB3-234 BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-235-bed-b-634-1	fam-raw-iob3-235-bed-b-634-1	iob3 235 bed b 634 1								latin	unknown	IOB3-235 BED B 634-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-236-a-bed-b-624-2	fam-raw-iob3-236-a-bed-b-624-2	iob3 236 a bed b 624 2								latin	unknown	IOB3-236/a BED B 624-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-236-b-bed-b-634-3	fam-raw-iob3-236-b-bed-b-634-3	iob3 236 b bed b 634 3								latin	unknown	IOB3-236/b BED B 634-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-237-bed-b-634-4	fam-raw-iob3-237-bed-b-634-4	iob3 237 bed b 634 4								latin	unknown	IOB3-237 BED B 634-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-238-bed-b-634-5	fam-raw-iob3-238-bed-b-634-5	iob3 238 bed b 634 5								latin	unknown	IOB3-238 BED B 634-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-239-bed-b-635-1	fam-raw-iob3-239-bed-b-635-1	iob3 239 bed b 635 1								latin	unknown	IOB3-239 BED B 635-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-240-bed-b-624-2	fam-raw-iob3-240-bed-b-624-2	iob3 240 bed b 624 2								latin	unknown	IOB3-240 BED B 624-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-241	fam-raw-iob3-241	IOB3-241								latin	unknown	IOB3-241	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-242-bed-b-635-3	fam-raw-iob3-242-bed-b-635-3	iob3 242 bed b 635 3								latin	unknown	IOB3-242 BED B 635-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-243-bed-b-624-3	fam-raw-iob3-243-bed-b-624-3	iob3 243 bed b 624 3								latin	unknown	IOB3-243 BED B 624-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-244-bed-b-624-4	fam-raw-iob3-244-bed-b-624-4	iob3 244 bed b 624 4								latin	unknown	IOB3-244 BED B 624-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-245-a-bed-b-636-2	fam-raw-iob3-245-a-bed-b-636-2	iob3 245 a bed b 636 2								latin	unknown	IOB3-245/a BED B 636-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-245-b-bed-b-622-4	fam-raw-iob3-245-b-bed-b-622-4	iob3 245 b bed b 622 4								latin	unknown	IOB3-245/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-246-bed-b-623-2-b-636-3	fam-raw-iob3-246-bed-b-623-2-b-636-3	iob3 246 bed b 623 2 b 636 3								latin	unknown	IOB3-246 BED B 623-2 & B 636-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-247-bed-b-624-4	fam-raw-iob3-247-bed-b-624-4	iob3 247 bed b 624 4								latin	unknown	IOB3-247 BED B 624-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-248-bed-b-622-4	fam-raw-iob3-248-bed-b-622-4	iob3 248 bed b 622 4								latin	unknown	IOB3-248 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-249-bed-b-622-4	fam-raw-iob3-249-bed-b-622-4	iob3 249 bed b 622 4								latin	unknown	IOB3-249 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-250-bed-b-622-4	fam-raw-iob3-250-bed-b-622-4	iob3 250 bed b 622 4								latin	unknown	IOB3-250 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-251-bed-b-622-4	fam-raw-iob3-251-bed-b-622-4	iob3 251 bed b 622 4								latin	unknown	IOB3-251 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-252-bed-b-622-4	fam-raw-iob3-252-bed-b-622-4	iob3 252 bed b 622 4								latin	unknown	IOB3-252 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-253-a-bed-b-622-4	fam-raw-iob3-253-a-bed-b-622-4	iob3 253 a bed b 622 4								latin	unknown	IOB3-253/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-253-b-bed-b-622-4	fam-raw-iob3-253-b-bed-b-622-4	iob3 253 b bed b 622 4								latin	unknown	IOB3-253/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-254-a-bed-b-622-4	fam-raw-iob3-254-a-bed-b-622-4	iob3 254 a bed b 622 4								latin	unknown	IOB3-254/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-254-b-bed-b-622-4	fam-raw-iob3-254-b-bed-b-622-4	iob3 254 b bed b 622 4								latin	unknown	IOB3-254/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-256-bed-b-604-14-b-604-12	fam-raw-iob3-256-bed-b-604-14-b-604-12	iob3 256 bed b 604 14 b 604 12								latin	unknown	IOB3-256 BED B 604-14 & B 604-12	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-257-bed-b-622-4	fam-raw-iob3-257-bed-b-622-4	iob3 257 bed b 622 4								latin	unknown	IOB3-257 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-258-bed-b-622-4	fam-raw-iob3-258-bed-b-622-4	iob3 258 bed b 622 4								latin	unknown	IOB3-258 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
